destination_id,date,tourist_volume,capacity,tourism_score,water_score,waste_score,traffic_score,environment_score,day_of_week,is_weekend,month,season_code,current_pressure,lag_pressure_1d,lag_pressure_7d_avg,rolling_mean_3d,future_pressure_score,is_synthetic
kanatal,2025-01-08,731,4000,16.6,22.1,13.7,10.3,35.8,2,0,1,0,18.37,12.12,19.64,19.64,23.16,1
kanatal,2025-01-09,602,4000,14.6,20.7,12.1,8.3,34.8,3,0,1,0,16.71,18.37,19.58,15.13,23.47,1
kanatal,2025-01-10,665,4000,16.1,21.8,13.3,9.8,35.5,4,0,1,0,17.96,16.71,18.89,15.73,15.41,1
kanatal,2025-01-11,1603,4000,29.3,27.6,20.5,24.7,33.7,5,1,1,0,26.87,17.96,19.43,17.68,22.92,1
kanatal,2025-01-12,1808,4000,34.5,31.2,24.6,29.9,36.2,6,1,1,0,31.18,26.87,19.83,20.51,28.87,1
kanatal,2025-01-13,797,4000,15.9,21.6,13.1,9.6,35.4,0,0,1,0,17.77,31.18,19.73,25.34,15.23,1
kanatal,2025-01-14,579,4000,15.1,21.1,12.5,8.8,35.1,1,0,1,0,17.14,17.77,20.14,25.27,16.19,1
kanatal,2025-01-15,537,4000,11.2,18.4,9.4,5.0,33.1,2,0,1,0,13.92,17.14,20.86,22.03,22.08,1
kanatal,2025-01-16,839,4000,23.2,26.7,19.0,16.9,39.1,3,0,1,0,23.88,13.92,20.22,16.28,29.65,1
kanatal,2025-01-17,817,4000,14.9,20.9,12.3,8.6,34.9,4,0,1,0,16.93,23.88,21.25,18.31,11.71,1
kanatal,2025-01-18,1392,4000,27.7,26.5,19.2,23.1,32.8,5,1,1,0,25.51,16.93,21.1,18.24,18.0,1
kanatal,2025-01-19,1170,4000,26.5,25.6,18.2,21.9,32.2,6,1,1,0,24.49,25.51,20.9,22.11,22.54,1
kanatal,2025-01-20,506,4000,13.9,20.2,11.5,7.6,34.4,0,0,1,0,16.09,24.49,19.95,22.31,11.8,1
kanatal,2025-01-21,696,4000,17.4,22.7,14.4,11.1,36.2,1,0,1,0,19.06,16.09,19.71,22.03,14.8,1
kanatal,2025-01-22,536,4000,14.8,20.9,12.3,8.5,34.9,2,0,1,0,16.9,19.06,19.98,19.88,22.7,1
kanatal,2025-01-23,824,4000,15.5,21.4,12.9,9.2,35.3,3,0,1,0,17.48,16.9,20.41,17.35,25.1,1
kanatal,2025-01-24,713,4000,13.8,20.2,11.5,7.5,34.4,4,0,1,0,16.06,17.48,19.49,17.81,13.88,1
kanatal,2025-01-25,1540,4000,33.4,30.5,23.7,28.8,35.7,5,1,1,0,30.26,16.06,19.37,16.81,26.57,1
kanatal,2025-01-26,1720,4000,34.0,30.9,24.3,29.4,36.0,6,1,1,0,30.82,30.26,20.05,21.27,25.3,1
kanatal,2025-01-27,652,4000,12.6,19.3,10.5,6.3,33.8,0,0,1,0,15.02,30.82,20.95,25.71,11.55,1
kanatal,2025-01-28,713,4000,13.5,20.0,11.3,7.2,34.3,1,0,1,0,15.8,15.02,20.8,25.37,15.63,1
kanatal,2025-01-29,991,4000,18.2,23.2,15.0,11.9,36.6,2,0,1,0,19.7,15.8,20.33,20.55,27.02,1
kanatal,2025-01-30,956,4000,17.8,23.0,14.7,11.5,36.4,3,0,1,0,19.38,19.7,20.74,16.84,24.19,1
kanatal,2025-01-31,913,4000,23.0,26.6,18.8,16.7,39.0,4,0,1,0,23.7,19.38,21.01,18.29,18.54,1
kanatal,2025-02-01,1201,4000,31.9,29.4,22.5,27.3,14.9,5,1,2,0,27.0,23.7,22.1,20.92,19.65,1
kanatal,2025-02-02,1263,4000,32.5,29.8,23.0,27.9,15.2,6,1,2,0,27.52,27.0,21.63,23.36,29.39,1
kanatal,2025-02-03,382,4000,8.2,16.3,7.0,5.0,11.6,0,0,2,0,9.86,27.52,21.16,26.07,7.15,1
kanatal,2025-02-04,751,4000,14.7,20.8,12.2,8.4,14.8,1,0,2,0,14.78,9.86,20.42,21.46,12.63,1
kanatal,2025-02-05,441,4000,11.9,18.8,10.0,5.6,13.5,2,0,2,0,12.47,14.78,20.28,17.38,23.43,1
kanatal,2025-02-06,488,4000,12.3,19.1,10.3,6.0,13.7,3,0,2,0,12.81,12.47,19.24,12.37,18.55,1
kanatal,2025-02-07,473,4000,11.0,18.2,9.2,5.0,13.0,4,0,2,0,11.74,12.81,18.3,13.35,10.32,1
kanatal,2025-02-08,1483,4000,33.9,30.8,24.2,29.3,16.0,5,1,2,0,28.72,11.74,16.59,12.34,27.68,1
kanatal,2025-02-09,1352,4000,37.4,33.3,27.0,32.8,17.7,6,1,2,0,31.66,28.72,16.84,17.75,22.6,1
kanatal,2025-02-10,857,4000,15.8,21.5,13.1,9.5,15.4,0,0,2,0,15.68,31.66,17.43,24.04,12.18,1
kanatal,2025-02-11,580,4000,12.2,19.1,10.2,5.9,13.6,1,0,2,0,12.74,15.68,18.26,25.35,7.87,1
kanatal,2025-02-12,676,4000,13.7,20.1,11.4,7.4,14.4,2,0,2,0,13.97,12.74,17.97,20.03,22.1,1
kanatal,2025-02-13,450,4000,12.2,19.0,10.2,5.9,13.6,3,0,2,0,12.7,13.97,18.19,14.13,15.71,1
kanatal,2025-02-14,763,4000,16.9,22.4,14.0,10.6,16.0,4,0,2,0,16.67,12.7,18.17,13.14,12.8,1
kanatal,2025-02-15,1533,4000,28.9,27.3,20.2,24.3,13.4,5,1,2,0,24.51,16.67,18.88,14.45,17.68,1
kanatal,2025-02-16,1113,4000,29.0,27.4,20.3,24.4,13.5,6,1,2,0,24.64,24.51,18.28,17.96,22.62,1
kanatal,2025-02-17,758,4000,15.9,21.6,13.2,9.6,15.5,0,0,2,0,15.82,24.64,17.27,21.94,12.86,1
kanatal,2025-02-18,1010,4000,23.3,26.8,19.1,17.0,19.2,1,0,2,0,22.01,15.82,17.29,21.66,20.09,1
kanatal,2025-02-19,589,4000,15.4,21.3,12.7,9.1,15.2,2,0,2,0,15.35,22.01,18.62,20.82,25.69,1
kanatal,2025-02-20,841,4000,15.4,21.3,12.8,9.1,15.2,3,0,2,0,15.36,15.35,18.81,17.72,20.78,1
kanatal,2025-02-21,905,4000,17.7,22.9,14.6,11.4,16.3,4,0,2,0,17.27,15.36,19.19,17.57,13.81,1
kanatal,2025-02-22,1320,4000,33.0,30.2,23.5,28.4,15.5,5,1,2,0,27.97,17.27,19.28,15.99,22.68,1
kanatal,2025-02-23,1621,4000,32.1,29.6,22.7,27.5,15.1,6,1,2,0,27.2,27.97,19.77,20.2,18.44,1
kanatal,2025-02-24,649,4000,14.2,20.4,11.8,7.9,14.6,0,0,2,0,14.39,27.2,20.14,24.15,10.39,1
kanatal,2025-02-25,773,4000,19.6,24.2,16.1,13.3,17.3,1,0,2,0,18.9,14.39,19.93,23.19,16.4,1
kanatal,2025-02-26,805,4000,17.1,22.5,14.1,10.8,16.1,2,0,2,0,16.8,18.9,19.49,20.17,26.14,1
kanatal,2025-02-27,481,4000,12.4,19.2,10.4,6.1,13.7,3,0,2,0,12.9,16.8,19.7,16.7,24.27,1
kanatal,2025-02-28,784,4000,16.1,21.8,13.3,9.8,15.5,4,0,2,0,15.94,12.9,19.35,16.2,17.62,1
kanatal,2025-03-01,1640,4000,34.4,31.2,24.5,29.8,16.2,5,1,3,0,29.09,15.94,19.16,15.21,24.11,1
kanatal,2025-03-02,1617,4000,31.6,29.3,22.4,27.0,14.8,6,1,3,0,26.82,29.09,19.32,19.31,21.04,1
kanatal,2025-03-03,803,4000,14.9,20.9,12.4,8.6,15.0,0,0,3,0,14.97,26.82,19.26,23.95,15.56,1
kanatal,2025-03-04,696,4000,12.9,19.5,10.8,6.6,14.0,1,0,3,0,13.29,14.97,19.35,23.63,8.12,1
kanatal,2025-03-05,855,4000,16.1,21.8,13.3,9.8,15.5,2,0,3,0,15.95,13.29,18.54,18.36,24.73,1
kanatal,2025-03-06,473,4000,11.6,18.6,9.7,5.3,13.3,3,0,3,0,12.22,15.95,18.42,14.74,19.15,1
kanatal,2025-03-07,409,4000,9.7,17.3,8.2,5.0,12.3,4,0,3,0,10.83,12.22,18.33,13.82,8.03,1
kanatal,2025-03-08,1449,4000,30.6,28.5,21.5,26.0,14.3,5,1,3,0,25.91,10.83,17.6,13.0,20.31,1
kanatal,2025-03-09,1277,4000,25.1,24.7,17.1,20.5,11.5,6,1,3,0,21.34,25.91,17.14,16.32,16.36,1
kanatal,2025-03-10,680,4000,16.0,21.7,13.2,9.7,15.5,0,0,3,0,15.84,21.34,16.36,19.36,13.94,1
kanatal,2025-03-11,490,4000,12.7,19.4,10.6,6.4,13.8,1,0,3,0,13.12,15.84,16.48,21.03,11.73,1
kanatal,2025-03-12,770,4000,18.8,23.7,15.5,12.5,16.9,2,0,3,0,18.24,13.12,16.46,16.77,24.05,1
kanatal,2025-03-13,667,4000,16.3,21.9,13.5,10.0,15.6,3,0,3,0,16.1,18.24,16.79,15.73,25.3,1
kanatal,2025-03-14,958,4000,19.5,24.2,16.1,13.2,17.3,4,0,3,0,18.82,16.1,17.34,15.82,20.9,1
kanatal,2025-03-15,1425,4000,33.8,30.8,24.1,29.2,15.9,5,1,3,0,28.62,18.82,18.48,17.72,23.42,1
kanatal,2025-03-16,1258,4000,26.9,25.9,18.5,22.3,12.4,6,1,3,0,22.82,28.62,18.87,21.18,16.76,1
kanatal,2025-03-17,904,4000,17.4,22.7,14.3,11.1,16.2,0,0,3,0,17.02,22.82,19.08,23.42,12.22,1
kanatal,2025-03-18,1017,4000,20.7,25.0,17.0,14.4,17.8,1,0,3,0,19.78,17.02,19.25,22.82,17.57,1
kanatal,2025-03-19,792,4000,18.9,23.7,15.6,12.6,17.0,2,0,3,0,18.32,19.78,20.2,19.87,24.54,1
kanatal,2025-03-20,893,4000,20.5,24.9,16.9,14.2,17.8,3,0,3,0,19.64,18.32,20.21,18.37,27.63,1
kanatal,2025-03-21,714,4000,13.7,20.1,11.4,7.4,14.3,4,0,3,0,13.92,19.64,20.72,19.25,8.17,1
kanatal,2025-03-22,1589,4000,32.3,29.7,22.9,27.7,15.1,5,1,3,0,27.35,13.92,20.02,17.29,24.76,1
kanatal,2025-03-23,1819,4000,34.7,31.4,24.8,30.1,16.3,6,1,3,0,29.35,27.35,19.84,20.3,22.97,1
kanatal,2025-03-24,532,4000,14.1,20.4,11.7,7.8,14.5,0,0,3,0,14.29,29.35,20.77,23.54,14.39,1
kanatal,2025-03-25,407,4000,9.7,17.3,8.2,5.0,12.4,1,0,3,0,10.89,14.29,20.38,23.66,8.6,1
kanatal,2025-03-26,673,4000,14.0,20.3,11.7,7.7,14.5,2,0,3,0,14.25,10.89,19.11,18.18,24.49,1
kanatal,2025-03-27,532,4000,14.1,20.4,11.7,7.8,14.5,3,0,3,0,14.28,14.25,18.53,13.14,20.68,1
kanatal,2025-03-28,531,4000,9.7,17.3,8.2,5.0,12.4,4,0,3,0,10.87,14.28,17.76,13.14,8.57,1
kanatal,2025-03-29,1349,4000,28.6,27.1,19.9,24.0,13.3,5,1,3,0,24.24,10.87,17.33,13.13,19.43,1
kanatal,2025-03-30,1630,4000,35.8,32.2,25.7,31.2,16.9,6,1,3,0,30.28,24.24,16.88,16.46,25.85,1
kanatal,2025-03-31,441,4000,9.4,17.1,7.9,5.0,12.2,0,0,3,0,10.63,30.28,17.02,21.8,7.34,1
kanatal,2025-04-01,472,4000,13.1,19.7,10.9,6.8,14.1,1,0,4,0,13.47,10.63,16.49,21.72,10.59,1
kanatal,2025-04-02,915,4000,19.3,24.0,15.9,13.0,17.1,2,0,4,0,18.63,13.47,16.86,18.13,25.15,1
kanatal,2025-04-03,483,4000,12.3,19.1,10.3,6.0,13.6,3,0,4,0,12.79,18.63,17.49,14.24,19.62,1
kanatal,2025-04-04,984,4000,18.2,23.2,15.0,11.9,16.6,4,0,4,0,17.71,12.79,17.27,14.96,13.44,1
kanatal,2025-04-05,1177,4000,30.8,28.6,21.7,26.2,14.4,5,1,4,0,26.1,17.71,18.25,16.38,23.55,1
kanatal,2025-04-06,1303,4000,33.2,30.3,23.6,28.6,15.6,6,1,4,0,28.1,26.1,18.52,18.87,25.57,1
kanatal,2025-04-07,458,4000,9.0,16.8,7.7,5.0,12.0,0,0,4,0,10.41,28.1,18.2,23.97,7.55,1
kanatal,2025-04-08,590,4000,15.9,21.6,13.2,9.6,15.5,1,0,4,0,15.81,10.41,18.17,21.54,13.2,1
kanatal,2025-04-09,646,4000,14.0,20.3,11.7,7.7,14.5,2,0,4,0,14.24,15.81,18.51,18.11,17.55,1
kanatal,2025-04-10,1015,4000,19.0,23.8,15.6,12.7,17.0,3,0,4,0,18.37,14.24,17.88,13.49,23.57,1
kanatal,2025-04-11,818,4000,15.6,21.4,12.9,9.3,15.3,4,0,4,0,15.53,18.37,18.68,16.14,15.4,1
kanatal,2025-04-12,1231,4000,29.1,27.5,20.3,24.5,13.5,5,1,4,0,24.69,15.53,18.37,16.05,17.62,1
kanatal,2025-04-13,1418,4000,25.7,25.1,17.6,21.1,11.8,6,1,4,0,21.83,24.69,18.16,19.53,17.83,1
kanatal,2025-04-14,595,4000,12.8,19.5,10.7,6.5,13.9,0,0,4,0,13.21,21.83,17.27,20.69,10.37,1
kanatal,2025-04-15,640,4000,14.3,20.5,11.9,8.0,14.7,1,0,4,0,14.49,13.21,17.67,19.91,9.09,1
kanatal,2025-04-16,768,4000,17.2,22.6,14.2,10.9,16.1,2,0,4,0,16.92,14.49,17.48,16.51,25.74,1
kanatal,2025-04-17,548,4000,10.7,18.0,9.0,5.0,12.8,3,0,4,0,11.51,16.92,17.86,14.87,17.32,1
kanatal,2025-04-18,564,4000,14.6,20.7,12.1,8.3,14.8,4,0,4,0,14.72,11.51,16.88,14.31,15.08,1
kanatal,2025-04-19,1529,4000,33.5,30.6,23.9,28.9,15.8,5,1,4,0,28.38,14.72,16.77,14.38,25.28,1
kanatal,2025-04-20,1856,4000,33.6,30.6,23.9,29.0,15.8,6,1,4,0,28.42,28.38,17.29,18.2,23.92,1
kanatal,2025-04-21,684,4000,17.1,22.5,14.2,10.8,16.1,0,0,4,0,16.82,28.42,18.24,23.84,13.01,1
kanatal,2025-04-22,763,4000,17.3,22.6,14.3,11.0,16.2,1,0,4,0,16.97,16.82,18.75,24.54,12.16,1
kanatal,2025-04-23,970,4000,17.9,23.1,14.8,11.6,16.5,2,0,4,0,17.51,16.97,19.11,20.74,24.84,1
kanatal,2025-04-24,658,4000,13.6,20.0,11.3,7.3,14.3,3,0,4,0,13.88,17.51,19.19,17.1,19.65,1
kanatal,2025-04-25,496,4000,10.3,17.7,8.7,5.0,12.7,4,0,4,0,11.3,13.88,19.53,16.12,5.2,1
kanatal,2025-04-26,1486,4000,35.8,32.2,25.7,31.2,16.9,5,1,4,0,30.31,11.3,19.04,14.23,22.71,1
kanatal,2025-04-27,1229,4000,32.8,30.1,23.3,28.2,15.4,6,1,4,0,27.82,30.31,19.31,18.49,25.04,1
kanatal,2025-04-28,640,4000,15.2,21.2,12.6,8.9,15.1,0,0,4,0,15.23,27.82,19.23,23.14,11.24,1
kanatal,2025-04-29,515,4000,10.8,18.1,9.1,5.0,12.9,1,0,4,0,11.64,15.23,19.0,24.45,9.0,1
kanatal,2025-04-30,565,4000,15.0,21.0,12.5,8.7,15.0,2,0,4,0,15.06,11.64,18.24,18.23,23.81,1
kanatal,2025-05-01,846,4000,15.9,25.1,13.1,7.5,12.3,3,0,5,1,16.06,15.06,17.89,13.98,25.74,1
kanatal,2025-05-02,662,4000,16.6,25.6,13.7,8.2,12.7,4,0,5,1,16.63,16.06,18.2,14.25,13.39,1
kanatal,2025-05-03,1829,4000,35.6,35.5,25.5,28.9,13.7,5,1,5,1,30.37,16.63,18.96,15.91,27.46,1
kanatal,2025-05-04,1634,4000,36.1,35.8,25.9,29.4,13.9,6,1,5,1,30.75,30.37,18.97,21.02,23.94,1
kanatal,2025-05-05,752,4000,19.3,27.5,15.8,10.9,14.0,0,0,5,1,18.86,30.75,19.39,25.92,13.62,1
kanatal,2025-05-06,569,4000,10.6,21.4,8.8,5.0,9.6,1,0,5,1,11.98,18.86,19.91,26.66,11.73,1
kanatal,2025-05-07,947,4000,20.7,28.4,16.9,12.3,14.7,2,0,5,1,20.01,11.98,19.96,20.53,28.32,1
kanatal,2025-05-08,647,4000,16.2,25.3,13.4,7.8,12.5,3,0,5,1,16.27,20.01,20.67,16.95,23.06,1
kanatal,2025-05-09,894,4000,21.7,29.1,17.7,13.3,15.2,4,0,5,1,20.84,16.27,20.7,16.09,17.1,1
kanatal,2025-05-10,1815,4000,39.8,38.4,28.8,33.1,15.7,5,1,5,1,33.82,20.84,21.3,19.04,29.6,1
kanatal,2025-05-11,1580,4000,39.5,38.2,28.6,32.8,15.6,6,1,5,1,33.6,33.82,21.79,23.65,28.62,1
kanatal,2025-05-12,744,4000,18.9,27.2,15.5,10.5,13.8,0,0,5,1,18.49,33.6,22.2,29.42,14.03,1
kanatal,2025-05-13,1156,4000,23.9,30.7,19.6,15.5,16.3,1,0,5,1,22.74,18.49,22.15,28.64,19.1,1
kanatal,2025-05-14,875,4000,23.7,30.5,19.3,15.3,16.2,2,0,5,1,22.52,22.74,23.68,24.94,29.23,1
kanatal,2025-05-15,1083,4000,22.4,29.7,18.3,14.0,15.6,3,0,5,1,21.47,22.52,24.04,21.25,25.84,1
kanatal,2025-05-16,1025,4000,20.9,28.6,17.2,12.5,14.8,4,0,5,1,20.23,21.47,24.78,22.24,16.71,1
kanatal,2025-05-17,1769,4000,41.7,39.8,30.4,35.0,16.7,5,1,5,1,35.45,20.23,24.7,21.41,33.4,1
kanatal,2025-05-18,1456,4000,37.8,37.0,27.2,31.1,14.7,6,1,5,1,32.15,35.45,24.93,25.72,26.1,1
kanatal,2025-05-19,896,4000,21.2,28.8,17.3,12.8,14.9,0,0,5,1,20.42,32.15,24.72,29.28,19.15,1
kanatal,2025-05-20,897,4000,21.3,28.8,17.4,12.9,15.0,1,0,5,1,20.5,20.42,25.0,29.34,21.1,1
kanatal,2025-05-21,1104,4000,22.3,29.6,18.3,13.9,15.5,2,0,5,1,21.39,20.5,24.68,24.36,29.15,1
kanatal,2025-05-22,1107,4000,21.6,29.1,17.7,13.2,15.2,3,0,5,1,20.78,21.39,24.52,20.77,26.94,1
kanatal,2025-05-23,1072,4000,20.0,28.0,16.4,11.6,14.3,4,0,5,1,19.44,20.78,24.42,20.89,15.97,1
kanatal,2025-05-24,1052,4000,29.1,31.0,20.3,22.4,10.4,5,1,5,1,24.95,19.44,24.31,20.54,19.05,1
kanatal,2025-05-25,1713,4000,36.6,36.2,26.3,29.9,14.2,6,1,5,1,31.19,24.95,22.8,21.72,28.99,1
kanatal,2025-05-26,1402,4000,25.4,31.8,20.8,17.0,17.1,0,0,5,1,23.99,31.19,22.67,25.19,22.73,1
kanatal,2025-05-27,713,4000,13.0,23.0,10.8,5.0,10.8,1,0,5,1,13.63,23.99,23.18,26.71,13.39,1
kanatal,2025-05-28,635,4000,16.5,25.5,13.6,8.1,12.6,2,0,5,1,16.52,13.63,22.2,22.94,26.19,1
kanatal,2025-05-29,977,4000,19.9,27.9,16.3,11.5,14.3,3,0,5,1,19.33,16.52,21.5,18.05,28.62,1
kanatal,2025-05-30,785,4000,16.4,25.4,13.5,8.0,12.5,4,0,5,1,16.41,19.33,21.29,16.49,13.8,1
kanatal,2025-05-31,1776,4000,37.9,37.1,27.3,31.2,14.8,5,1,5,1,32.23,16.41,20.86,17.42,26.17,1
kanatal,2025-06-01,2303,4000,43.8,41.2,32.1,37.1,17.8,6,1,6,1,37.22,32.23,21.9,22.65,31.02,1
kanatal,2025-06-02,1196,4000,21.9,29.3,17.9,13.5,15.3,0,0,6,1,21.01,37.22,22.76,28.62,15.37,1
kanatal,2025-06-03,939,4000,22.3,29.6,18.3,13.9,15.5,1,0,6,1,21.4,21.01,22.34,30.15,19.0,1
kanatal,2025-06-04,689,4000,17.6,26.3,14.5,9.2,13.2,2,0,6,1,17.46,21.4,23.44,26.54,20.12,1
kanatal,2025-06-05,698,4000,18.5,26.9,15.2,10.1,13.6,3,0,6,1,18.23,17.46,23.58,19.96,24.29,1
kanatal,2025-06-06,1074,4000,21.8,29.2,17.8,13.4,15.2,4,0,6,1,20.93,18.23,23.42,19.03,19.59,1
kanatal,2025-06-07,1812,4000,37.4,36.8,26.9,30.7,14.6,5,1,6,1,31.86,20.93,24.07,18.87,28.84,1
kanatal,2025-06-08,1723,4000,40.1,38.6,29.1,33.4,15.9,6,1,6,1,34.08,31.86,24.02,23.67,30.62,1
kanatal,2025-06-09,844,4000,23.4,30.4,19.2,15.0,16.1,0,0,6,1,22.33,34.08,23.57,28.96,14.82,1
kanatal,2025-06-10,766,4000,18.7,27.0,15.3,10.3,13.7,1,0,6,1,18.35,22.33,23.75,29.42,14.65,1
kanatal,2025-06-11,761,4000,19.1,27.4,15.7,10.7,13.9,2,0,6,1,18.72,18.35,23.32,24.92,27.97,1
kanatal,2025-06-12,1029,4000,25.2,31.6,20.6,16.8,17.0,3,0,6,1,23.8,18.72,23.5,19.8,30.61,1
kanatal,2025-06-13,1046,4000,20.5,28.3,16.8,12.1,14.6,4,0,6,1,19.89,23.8,24.29,20.29,16.05,1
kanatal,2025-06-14,2367,4000,42.9,40.6,31.3,36.2,17.3,5,1,6,1,36.45,19.89,24.15,20.8,31.81,1
kanatal,2025-06-15,1830,4000,39.9,38.5,28.9,33.2,15.8,6,1,6,1,33.95,36.45,24.8,26.71,31.94,1
kanatal,2025-06-16,868,4000,17.6,26.3,14.5,9.2,13.2,0,0,6,1,17.45,33.95,24.78,30.09,14.6,1
kanatal,2025-06-17,1124,4000,23.6,30.5,19.3,15.2,16.1,1,0,6,1,22.42,17.45,24.09,29.28,16.21,1
kanatal,2025-06-18,1056,4000,25.6,31.9,20.9,17.2,17.1,2,0,6,1,24.11,22.42,24.67,24.61,30.56,1
kanatal,2025-06-19,1342,4000,27.2,33.0,22.2,18.8,18.0,3,0,6,1,25.49,24.11,25.44,21.33,27.59,1
kanatal,2025-06-20,957,4000,19.6,27.7,16.1,11.2,14.1,4,0,6,1,19.09,25.49,25.68,24.01,19.45,1
kanatal,2025-06-21,1579,4000,43.4,40.9,31.7,36.7,17.5,5,1,6,1,36.84,19.09,25.57,22.9,30.39,1
kanatal,2025-06-22,2039,4000,38.1,37.2,27.5,31.4,14.9,6,1,6,1,32.42,36.84,25.62,27.14,25.21,1
kanatal,2025-06-23,1096,4000,24.0,30.8,19.6,15.6,16.3,0,0,6,1,22.78,32.42,25.4,29.45,20.0,1
kanatal,2025-06-24,918,4000,17.6,26.3,14.5,9.2,13.2,1,0,6,1,17.48,22.78,26.17,30.68,15.42,1
kanatal,2025-06-25,1230,4000,22.7,29.9,18.6,14.3,15.7,2,0,6,1,21.7,17.48,25.46,24.22,28.48,1
kanatal,2025-06-26,1060,4000,21.4,29.0,17.5,13.0,15.1,3,0,6,1,20.62,21.7,25.11,20.65,29.42,1
kanatal,2025-06-27,947,4000,19.7,27.8,16.2,11.3,14.2,4,0,6,1,19.23,20.62,24.42,19.93,17.46,1
kanatal,2025-06-28,1497,4000,38.3,37.4,27.6,31.6,15.0,5,1,6,1,32.59,19.23,24.44,20.51,27.08,1
kanatal,2025-06-29,1635,4000,36.6,36.2,26.3,29.9,14.2,6,1,6,1,31.2,32.59,23.83,24.15,24.66,1
kanatal,2025-06-30,873,4000,19.0,27.2,15.6,10.6,13.8,0,0,6,1,18.58,31.2,23.66,27.67,16.54,1
kanatal,2025-07-01,518,4000,10.6,15.0,9.0,6.1,55.5,1,0,7,2,15.21,18.58,23.06,27.46,10.69,1
kanatal,2025-07-02,655,4000,15.4,18.3,12.8,10.9,57.9,2,0,7,2,19.15,15.21,22.73,21.66,27.33,1
kanatal,2025-07-03,377,4000,8.3,13.3,7.1,5.0,54.3,3,0,7,2,13.41,19.15,22.37,17.64,24.65,1
kanatal,2025-07-04,580,4000,13.8,17.2,11.5,9.3,57.1,4,0,7,2,17.81,13.41,21.34,15.92,18.35,1
kanatal,2025-07-05,1055,4000,27.4,23.3,19.0,24.6,55.4,5,1,7,2,27.07,17.81,21.14,16.79,24.13,1
kanatal,2025-07-06,1609,4000,30.5,25.5,21.5,27.7,57.0,6,1,7,2,29.7,27.07,20.35,19.43,21.79,1
kanatal,2025-07-07,186,4000,5.0,10.7,5.0,5.0,52.5,0,0,7,2,11.18,29.7,20.13,24.86,10.89,1
kanatal,2025-07-08,446,4000,8.9,13.7,7.6,5.0,54.6,1,0,7,2,13.81,11.18,19.07,22.65,13.59,1
kanatal,2025-07-09,358,4000,9.0,13.8,7.7,5.0,54.7,2,0,7,2,13.92,13.81,18.88,18.23,23.26,1
kanatal,2025-07-10,663,4000,12.7,16.5,10.7,8.2,56.6,3,0,7,2,16.97,13.92,18.13,12.97,24.31,1
kanatal,2025-07-11,485,4000,10.2,14.7,8.7,5.7,55.3,4,0,7,2,14.88,16.97,18.64,14.9,11.68,1
kanatal,2025-07-12,1336,4000,30.2,25.3,21.3,27.4,56.8,5,1,7,2,29.45,14.88,18.22,15.26,25.04,1
kanatal,2025-07-13,992,4000,23.9,20.8,16.2,21.1,53.6,6,1,7,2,24.14,29.45,18.56,20.43,20.31,1
kanatal,2025-07-14,456,4000,11.0,15.2,9.3,6.5,55.7,0,0,7,2,15.48,24.14,17.76,22.82,12.63,1
kanatal,2025-07-15,650,4000,16.6,19.1,13.8,12.1,58.5,1,0,7,2,20.17,15.48,18.38,23.02,16.07,1
kanatal,2025-07-16,832,4000,15.6,18.5,13.0,11.1,58.0,2,0,7,2,19.36,20.17,19.29,19.93,26.19,1
kanatal,2025-07-17,570,4000,14.8,17.9,12.3,10.3,57.6,3,0,7,2,18.69,19.36,20.06,18.34,28.12,1
kanatal,2025-07-18,383,4000,7.0,12.4,6.1,5.0,53.7,4,0,7,2,12.55,18.69,20.31,19.41,12.43,1
kanatal,2025-07-19,1208,4000,29.9,25.1,21.0,27.1,56.7,5,1,7,2,29.2,12.55,19.98,16.87,26.47,1
kanatal,2025-07-20,1742,4000,33.9,27.9,24.2,31.1,58.6,6,1,7,2,32.51,29.2,19.94,20.15,25.61,1
kanatal,2025-07-21,444,4000,8.5,13.5,7.3,5.0,54.4,0,0,7,2,13.56,32.51,21.14,24.75,12.73,1
kanatal,2025-07-22,211,4000,5.0,7.3,5.0,5.0,50.0,1,0,7,2,10.08,13.56,20.86,25.09,11.37,1
kanatal,2025-07-23,671,4000,15.2,18.2,12.7,10.7,57.8,2,0,7,2,19.02,10.08,19.42,18.72,27.23,1
kanatal,2025-07-24,736,4000,14.7,17.8,12.2,10.2,57.5,3,0,7,2,18.57,19.02,19.37,14.22,27.6,1
kanatal,2025-07-25,204,4000,5.0,10.1,5.0,5.0,52.1,4,0,7,2,10.99,18.57,19.36,15.89,8.68,1
kanatal,2025-07-26,1312,4000,30.1,25.2,21.2,27.3,56.8,5,1,7,2,29.37,10.99,19.13,16.19,24.78,1
kanatal,2025-07-27,1148,4000,25.2,21.8,17.3,22.4,54.3,6,1,7,2,25.27,29.37,19.16,19.64,21.88,1
kanatal,2025-07-28,391,4000,9.6,14.3,8.2,5.1,55.0,0,0,7,2,14.36,25.27,18.12,21.87,9.06,1
kanatal,2025-07-29,743,4000,14.4,17.6,12.1,9.9,57.4,1,0,7,2,18.39,14.36,18.24,23.0,14.56,1
kanatal,2025-07-30,230,4000,5.0,10.0,5.0,5.0,52.0,2,0,7,2,10.95,18.39,19.42,19.34,21.92,1
kanatal,2025-07-31,627,4000,13.7,17.1,11.5,9.2,57.1,3,0,7,2,17.79,10.95,18.27,14.57,29.09,1
kanatal,2025-08-01,261,4000,5.0,11.0,5.0,5.0,52.7,4,0,8,2,11.27,17.79,18.16,15.71,9.44,1
